Time|Exchange|Symbol|Bid_Price|Bid_Size|Offer_Price|Offer_Size|Quote_Condition|Sequence_Number|National_BBO_Ind|FINRA_BBO_Indicator|FINRA_ADF_MPID_Indicator|Quote_Cancel_Correction|Source_Of_Quote|Retail_Interest_Indicator|Short_Sale_Restriction_Indicator|LULD_BBO_Indicator|SIP_Generated_Message_Identifier|National_BBO_LULD_Indicator|Participant_Timestamp|FINRA_ADF_Timestamp|FINRA_ADF_Market_Participant_Quote_Indicator|Security_Status_Indicator
160000236874808|T|ZTAX|23.44|2|26.57|1|R|55204938|A| |||C|||||A|160000236516668||| 
160000236874808|T|ZTAX|23.44|2|26.73|1|R|55204939|A| |||C|||||A|160000236517205||| 
160000284994656|T|ZTAX|23.44|1|26.73|1|R|55205292|A| |||C|||||A|160000284638296||| 
160000284994656|T|ZTAX|22.89|1|26.73|1|R|55205293|A| |||C|||||A|160000284638592||| 
160000284999640|T|ZTAX|22.89|1|26.95|2|R|55205294|A| |||C|||||A|160000284648276||| 
160000285195031|T|ZTAX|22.15|3|26.95|2|R|55205295|A| |||C|||||A|160000284838653||| 
160000301534066|T|ZTAX|22.15|3|26.95|1|R|55205376|A| |||C|||||A|160000301179846||| 
160000343544236|T|ZTAX|22.15|3|27.54|1|R|55205477|A| |||C|||||A|160000343189548||| 
160000343714667|T|ZTAX|22.15|3|30.67|2|R|55205478|A| |||C|||||A|160000343362353||| 
160000421114203|T|ZTAX|22.15|3|30.67|1|R|55205790|A| |||C|||||A|160000420757078||| 
160000421119237|T|ZTAX|22.15|3|31.59|1|R|55205791|A| |||C|||||A|160000420757375||| 
160000421299715|T|ZTAX|22.15|3|27.7|1|R|55205792|A| |||C|||||A|160000420938860||| 
160000440605663|P|ZTAX|24.67|1|25.48|1|R|55205914|G| |||C|||||A|160000440576087||| 
160000440610664|P|ZTAX|24.67|1|25.58|1|R|55205915|G| |||C|||||A|160000440576666||| 
160000440615696|P|ZTAX|24.66|1|25.58|1|R|55205916|G| |||C|||||A|160000440576939||| 
160000441653138|T|ZTAX|22.15|3|26.35|1|R|55205921|A| |||C|||||A|160000441298179||| 
160000441683221|T|ZTAX|23.92|1|26.35|1|R|55205922|A| |||C|||||A|160000441325242||| 
160001827532128|T|ZTAX|22.15|3|26.35|1|R|55208636|A| |||C||||||160001827177529||| 
160001827542143|T|ZTAX|22.15|3|0|0|R|55208637|A| |||C||||||160001827192201||| 
162245320702177|T|ZTAX|22.45|1|0|0|R|55236803|A| |||C||||||162245320352086||| 
162245320706977|T|ZTAX|22.45|1|27.88|1|R|55236804|A| |||C||||||162245320356452||| 
162411029012541|T|ZTAX|22.56|1|27.88|1|R|55238241|A| |||C||||||162411028661478||| 
162411029017637|T|ZTAX|22.56|1|27.76|1|R|55238242|A| |||C||||||162411028666576||| 
200000005906697|H|ZTAX|0|0|0|0|R|55278059|A| |||C||||||200000005502474||| 
200000059314030|T|ZTAX|22.15|3|27.76|1|R|55278959|A| |||C||||||200000058964719||| 
200000059384236|T|ZTAX|22.15|3|0|0|R|55278967|A| |||C||||||200000059036808||| 
200000107609179|T|ZTAX|0|0|0|0|R|55278995|A| |||C||||||200000107257074||| 
