Time|Exchange|Symbol|Bid_Price|Bid_Size|Offer_Price|Offer_Size|Quote_Condition|Sequence_Number|National_BBO_Ind|FINRA_BBO_Indicator|FINRA_ADF_MPID_Indicator|Quote_Cancel_Correction|Source_Of_Quote|Retail_Interest_Indicator|Short_Sale_Restriction_Indicator|LULD_BBO_Indicator|SIP_Generated_Message_Identifier|National_BBO_LULD_Indicator|Participant_Timestamp|FINRA_ADF_Timestamp|FINRA_ADF_Market_Participant_Quote_Indicator|Security_Status_Indicator
123021520962065|Z|ZTAX|24.76|1|26.61|1|R|32140307|A| |||C|||||A|123021520728000||| 
123021520967041|K|ZTAX|24.85|1|26.61|1|R|32140308|A| |||C|||||A|123021520736000||| 
123021733168009|Z|ZTAX|24.76|1|25.68|1|R|32140415|A| |||C|||||A|123021732931000||| 
123033090660971|P|ZTAX|24.85|4|25.3|1|R|32166027|G| |||C|||||A|123033090635832||| 
123033091237301|J|ZTAX|24.35|1|25.81|1|R|32166028|A| |||C|||||A|123033090998000||| 
123033091512986|T|ZTAX|24.35|1|25.81|1|R|32166029|A| |||C|||||A|123033091157064||| 
123033092891205|Y|ZTAX|24.07|1|26.32|1|R|32166030|A| |||C|||||A|123033092657000||| 
123033092901315|K|ZTAX|24.85|1|26.32|1|R|32166031|A| |||C|||||A|123033092672000||| 
123034733412748|Z|ZTAX|24.76|1|26.32|1|R|32169232|A| |||C|||||A|123034733180000||| 
123035733296676|Z|ZTAX|24.76|1|25.4|1|R|32171542|A| |||C|||||A|123035733062000||| 
154502558308875|K|ZTAX|24.85|1|26.32|1|R|52699258|A| |||C|||||A|154502558073000||| 
155608583465982|K|ZTAX|24.85|1|26.32|1|R|54486192|A| |||C|||||A|155608583233000||| 
155914489464312|Z|ZTAX|24.07|1|25.4|1|R|55016827|A| |||C|||||A|155914489232000||| 
155914489469224|Z|ZTAX|24.07|1|26.32|1|R|55016828|A| |||C|||||A|155914489242000||| 
155932554204286|K|ZTAX|24.85|1|26.32|1|R|55078677|A| |||C|||||A|155932553974000||| 
160000001145270|Y|ZTAX|0|0|26.32|1|R|55200748|A| |||C|||||A|160000000075000||| 
160000001187907|J|ZTAX|24.07|1|25.81|1|R|55200755|A| |||C|||||A|160000000058000||| 
160000001313811|J|ZTAX|0|0|25.81|1|R|55200786|A| |||C|||||A|160000000058000||| 
160000001618963|Y|ZTAX|0|0|0|0|R|55200859|A| |||C|||||A|160000000075000||| 
160000001869963|Z|ZTAX|23.45|1|26.32|1|R|55200906|A| |||C|||||A|160000000065000||| 
160000002015239|J|ZTAX|0|0|0|0|R|55200923|A| |||C|||||A|160000000058000||| 
160000003307952|Z|ZTAX|23.45|1|26.83|1|R|55201136|A| |||C|||||A|160000000065000||| 
160000004721415|K|ZTAX|0|0|26.32|1|R|55201389|A| |||C|||||A|160000000055000||| 
160000004841738|H|ZTAX|0|0|0|0|R|55201423|A| |||C|||||A|160000004457606||| 
160000005077101|K|ZTAX|0|0|0|0|R|55201482|A| |||C|||||A|160000000055000||| 
160000088521086|Z|ZTAX|0|0|0|0|R|55203282|A| |||C|||||A|160000088293000||| 
160000111054933|T|ZTAX|24.32|1|25.81|1|R|55203600|A| |||C|||||A|160000110692975||| 
160000111059812|T|ZTAX|24.32|1|26.32|2|R|55203601|A| |||C|||||A|160000110693218||| 
160000131443404|T|ZTAX|24.07|2|26.32|2|R|55203884|A| |||C|||||A|160000131082210||| 
160000149586986|T|ZTAX|24.07|1|26.32|2|R|55204135|A| |||C|||||A|160000149226409||| 
160000149591765|T|ZTAX|23.96|1|26.32|2|R|55204136|A| |||C|||||A|160000149227813||| 
160000192223395|T|ZTAX|23.6|1|26.32|2|R|55204484|A| |||C|||||A|160000191855759||| 
160000192228710|T|ZTAX|23.6|1|26.32|1|R|55204486|A| |||C|||||A|160000191855927||| 
160000192228710|T|ZTAX|23.6|1|26.57|1|R|55204488|A| |||C|||||A|160000191856159||| 
