Time|Exchange|Symbol|Bid_Price|Bid_Size|Offer_Price|Offer_Size|Quote_Condition|Sequence_Number|National_BBO_Ind|FINRA_BBO_Indicator|FINRA_ADF_MPID_Indicator|Quote_Cancel_Correction|Source_Of_Quote|Retail_Interest_Indicator|Short_Sale_Restriction_Indicator|LULD_BBO_Indicator|SIP_Generated_Message_Identifier|National_BBO_LULD_Indicator|Participant_Timestamp|FINRA_ADF_Timestamp|FINRA_ADF_Market_Participant_Quote_Indicator|Security_Status_Indicator
101919131685683|N|YHGJ|.626|2|1.01|2|R|26431772|0||||N||0|||A|101919131348151||| 
102107669418628|N|YHGJ|.626|2|1.01|2|R|27063816|0||||N||0|||A|102107669080325||| 
102212651863716|N|YHGJ|.626|2|1.01|2|R|27485542|0||||N||0|||A|102212651525546||| 
102254104443535|K|YHGJ|.7824|1|.8352|1|R|27728705|0||||N||0|||A|102254104259000||| 
102308694118063|P|YHGJ|.7824|5|.846|6|R|27822098|0||||N||0|||A|102308693780636||| 
102357113342548|N|YHGJ|.626|2|1.01|2|R|28091112|0||||N||0|||A|102357113005966||| 
102453039499151|N|YHGJ|.626|2|1.01|2|R|28385216|0||||N||0|||A|102453039160929||| 
102545032770210|Z|YHGJ|.7793|1|.8182|1|R|28667329|0||||N||0|||A|102545032587000||| 
102601415726516|K|YHGJ|.7824|1|.8352|1|R|28748864|0||||N||0|||A|102601415544000||| 
102609226478060|P|YHGJ|.7824|5|.846|6|R|28802900|0||||N||0|||A|102609226140186||| 
102640285820116|Y|YHGJ|0|0|0|0|L|28981140|3||||N||0|||A|102640285644000||| 
102640285876845|Z|YHGJ|.7793|1|.8557|1|R|28981141|3||||N||0|||A|102640285696000||| 
102640285926517|K|YHGJ|.7824|1|.8493|2|R|28981142|3||||N||0|||A|102640285749000||| 
102640286047399|Q|YHGJ|.763|1|.8639|1|R|28981143|0||||N||0|||A|102640286035220||| 
102640286217889|K|YHGJ|.7824|1|.8493|2|R|28981144|0||||N||0|||A|102640286038000||| 
102640286219850|Z|YHGJ|.7793|1|.8557|1|R|28981145|0||||N||0|||A|102640286037000||| 
102640286543094|P|YHGJ|.7824|5|.846|6|R|28981148|4||||N||0|||A|102640286206415||| 
102640286606354|Z|YHGJ|.7793|1|.8883|1|R|28981149|0||||N||0|||A|102640286428000||| 
102640287040600|Q|YHGJ|.763|1|.8669|1|R|28981150|0||||N||0|||A|102640287029204||| 
102640287047924|J|YHGJ|.7354|1|.8968|1|R|28981151|0||||N||0|||A|102640286869000||| 
102640513074594|Z|YHGJ|.7793|1|.8493|1|R|28981657|0||||N||0|||A|102640512894000||| 
102647828883377|Z|YHGJ|.7793|1|.8493|1|R|29025643|0||||N||0|||A|102647828698000||| 
102651818972985|Y|YHGJ|0|0|.815|3|Y|29044126|3||||N||0|||A|102651818777000||| 
102651819030544|Z|YHGJ|.7793|1|.8883|1|R|29044127|0||||N||0|||A|102651818854000||| 
102651819674486|Z|YHGJ|.7793|1|.8557|1|R|29044159|0||||N||0|||A|102651819494000||| 
102651819838401|K|YHGJ|.7824|1|.8493|2|R|29044169|0||||N||0|||A|102651819658000||| 
102651819853728|Z|YHGJ|.7793|1|.8557|1|R|29044170|0||||N||0|||A|102651819668000||| 
102651819930158|Q|YHGJ|.763|1|.8968|1|R|29044172|0||||N||0|||A|102651819918077||| 
102651819946432|Q|YHGJ|.763|1|.8352|1|R|29044173|0||||N||0|||A|102651819934996||| 
102651820047846|K|YHGJ|.7824|1|.8493|2|R|29044176|0||||N||0|||A|102651819869000||| 
102651820059061|Z|YHGJ|.7793|1|.8557|1|R|29044177|0||||N||0|||A|102651819878000||| 
102651824658289|J|YHGJ|.7354|1|.8639|1|R|29044184|0||||N||0|||A|102651824478000||| 
102651829847619|Z|YHGJ|.7793|1|.8557|1|R|29044188|0||||N||0|||A|102651829672000||| 
102651921264892|Z|YHGJ|.7793|1|.8182|1|R|29044368|0||||N||0|||A|102651921087000||| 
102651921314344|K|YHGJ|.7824|1|.8493|2|R|29044369|0||||N||0|||A|102651921141000||| 
102653808060523|P|YHGJ|.7824|5|.846|6|R|29055411|0||||N||0|||A|102653807723732||| 
102701157879165|K|YHGJ|.7824|1|.8493|2|R|29096832|0||||N||0|||A|102701157696000||| 
102702630214737|P|YHGJ|.7824|5|.846|6|R|29105911|0||||N||0|||A|102702629878424||| 
102759333676738|Y|YHGJ|0|0|0|0|L|29449456|3||||N||0|||A|102759333499000||| 
102759333743527|Z|YHGJ|.7793|1|.8557|1|R|29449457|3||||N||0|||A|102759333565000||| 
102759333869022|Q|YHGJ|.763|1|.8639|1|R|29449458|3||||N||0|||A|102759333857110||| 
102759333882369|Q|YHGJ|.763|1|.8559|1|R|29449459|0||||N||0|||A|102759333871203||| 
102759333915046|Q|YHGJ|.763|1|.8639|1|R|29449460|0||||N||0|||A|102759333904160||| 
102759334111715|Z|YHGJ|.7793|1|.8557|1|R|29449461|0||||N||0|||A|102759333928000||| 
102759334330875|Z|YHGJ|.7793|1|.8557|1|R|29449462|0||||N||0|||A|102759334148000||| 
102759334347719|K|YHGJ|.7824|1|.8493|2|R|29449463|0||||N||0|||A|102759334166000||| 
102759334549444|Z|YHGJ|.7793|1|.8883|1|R|29449464|0||||N||0|||A|102759334370000||| 
102759334655994|N|YHGJ|.626|2|1.01|2|R|29449465|0||||N||0|||A|102759334317594||| 
102759334656164|P|YHGJ|.7824|5|.846|6|R|29449466|4||||N||0|||A|102759334318506||| 
102759334664560|N|YHGJ|.626|2|1.01|2|R|29449467|0||||N||0|||A|102759334326512||| 
102759335847827|Q|YHGJ|.763|1|.8968|1|R|29449468|0||||N||0|||A|102759335836274||| 
102759335857315|J|YHGJ|.7354|1|.8968|1|R|29449469|0||||N||0|||A|102759335673000||| 
102759590005631|Z|YHGJ|.7793|1|.8493|1|R|29450217|0||||N||0|||A|102759589826000||| 
102809476335349|U|YHGJ|.7824|1|.81|3|R|29527793|3||||N||0|||A|102809476159994||| 
102809476380585|Z|YHGJ|.7793|1|.8883|1|R|29527795|0||||N||0|||A|102809476204000||| 
102809477026048|Z|YHGJ|.7793|1|.8505|1|R|29527797|0||||N||0|||A|102809476845000||| 
102809480504248|J|YHGJ|.7354|1|.8586|1|R|29527813|0||||N||0|||A|102809480327000||| 
102809480504919|Q|YHGJ|.763|1|.8586|1|R|29527814|0||||N||0|||A|102809480490534||| 
102809579063866|Z|YHGJ|.7793|1|.8132|1|R|29528315|0||||N||0|||A|102809578884000||| 
102813307484495|K|YHGJ|.7824|1|.8493|2|R|29548555|0||||N||0|||A|102813307301000||| 
102825132786372|P|YHGJ|.7824|5|.846|6|R|29652130|0||||N||0|||A|102825132450767||| 
103700410477013|K|YHGJ|.7824|1|.8493|2|R|32747926|0||||N||0|||A|103700410290000||| 
104745718699445|K|YHGJ|.7824|1|.8493|2|R|36543129|0||||N||0|||A|104745718511000||| 
105015761529145|K|YHGJ|.7824|1|.8493|2|R|37324552|0||||N||0|||A|105015761346000||| 
111603607269718|Z|YHGJ|.7433|1|.8505|1|R|46258488|0||||N||0|||A|111603607092000||| 
111603609142636|Z|YHGJ|.7433|1|.8505|1|R|46258540|0||||N||0|||A|111603608960000||| 
111603609146412|K|YHGJ|.7824|1|.8493|2|R|46258541|0||||N||0|||A|111603608961000||| 
111603677955963|Z|YHGJ|.7793|1|.8505|1|R|46258937|0||||N||0|||A|111603677779000||| 
111604098430926|Z|YHGJ|.7793|1|.8132|1|R|46262246|0||||N||0|||A|111604098252000||| 
111604101013097|K|YHGJ|.7824|1|.8493|2|R|46262251|0||||N||0|||A|111604100833000||| 
114018308726038|U|YHGJ|.7824|1|.81|3|R|53013520|0||||N||0|||A|114018308551699||| 
114932394233567|Z|YHGJ|.7433|1|.8505|1|R|55330066|0||||N||0|||A|114932394048000||| 
114932394485424|Z|YHGJ|.7433|1|.8505|1|R|55330069|0||||N||0|||A|114932394303000||| 
114932394490497|K|YHGJ|.7824|1|.8493|2|R|55330070|0||||N||0|||A|114932394304000||| 
114932935912498|Z|YHGJ|.7433|1|.8132|1|R|55333891|0||||N||0|||A|114932935730000||| 
114932935927402|Z|YHGJ|.7793|1|.8132|1|R|55333892|0||||N||0|||A|114932935743000||| 
114932936173992|K|YHGJ|.7824|1|.8493|2|R|55333894|0||||N||0|||A|114932935993000||| 
115107728251769|U|YHGJ|.7824|1|.81|3|R|55698980|0||||N||0|||A|115107728078393||| 
115644902311829|U|YHGJ|.7824|1|.81|3|R|56828943|0||||N||0|||A|115644902138853||| 
122147253568560|Q|YHGJ|.763|1|.8301|1|R|62522152|0||||N||0|||A|122147253555840||| 
